,Mother_Eductaion,Binned_Revision_Time,Father_Education,Wants_Higher_Education,Age,Past_Class_Failures,Week_Drugs_Consumption,Abscence,Extra_Activities,Internet_Access,Final_grade
1720,3,Medium_time,1,yes,19,1,2,4,yes,yes,Medium
1721,1,short_time,1,no,19,3,5,4,yes,no,Low
1722,2,Medium_time,3,yes,17,0,1,4,yes,yes,Medium
1723,2,Medium_time,2,no,19,1,2,14,no,yes,Medium
1724,3,Medium_time,1,yes,18,1,1,4,no,yes,Low
1725,3,Medium_time,2,yes,15,0,4,2,yes,yes,Medium
1726,2,short_time,2,yes,16,1,2,2,yes,yes,Low
1727,4,Medium_time,4,yes,15,0,1,2,yes,yes,Medium
1728,3,Medium_time,3,yes,16,0,4,8,yes,yes,High
1729,3,Medium_time,3,yes,16,0,3,4,yes,yes,High
1730,3,very_long_time,4,yes,18,2,2,4,yes,yes,Low
1731,1,short_time,2,yes,19,1,5,0,no,yes,Low
1732,3,Medium_time,2,yes,16,0,5,8,yes,yes,Low
1733,4,Medium_time,2,yes,15,0,3,8,yes,yes,High
1734,1,short_time,1,yes,16,1,1,4,no,yes,Medium
1735,4,Medium_time,3,yes,15,0,4,10,yes,yes,Medium
1736,2,short_time,2,yes,20,2,2,2,no,yes,Low
1737,3,long_time,3,yes,17,0,3,1,no,yes,Medium
1738,1,short_time,1,yes,15,1,5,12,no,yes,Medium
1739,4,Medium_time,4,yes,17,1,2,4,no,yes,Medium
1740,3,Medium_time,2,yes,15,0,2,4,yes,yes,Medium
1741,4,Medium_time,4,yes,15,1,1,0,no,yes,High
1742,2,Medium_time,2,yes,16,0,3,2,no,yes,Low
1743,2,Medium_time,2,yes,16,0,3,4,yes,yes,Medium
1744,4,Medium_time,4,yes,16,0,3,8,no,yes,High
1745,3,Medium_time,2,yes,17,1,5,16,yes,yes,High
1746,2,short_time,4,yes,17,0,4,1,yes,yes,Medium
1747,1,very_long_time,2,no,17,1,4,0,no,yes,Low
1748,4,Medium_time,3,yes,15,0,3,0,yes,yes,Medium
1749,3,short_time,4,yes,15,0,2,6,yes,yes,High
1750,3,short_time,2,yes,17,2,3,0,no,yes,Low
1751,4,Medium_time,4,yes,17,0,1,6,yes,yes,Medium
1752,1,Medium_time,1,yes,19,1,2,4,yes,no,Medium
1753,3,Medium_time,1,yes,17,0,3,10,no,yes,Low
1754,4,Medium_time,4,yes,16,0,4,2,no,yes,Medium
1755,4,Medium_time,4,yes,16,0,3,0,yes,yes,Medium
1756,4,long_time,3,yes,16,1,4,0,no,yes,High
1757,3,Medium_time,2,yes,20,1,2,4,yes,yes,Low
1758,1,short_time,1,no,17,3,5,4,no,no,Low
1759,4,Medium_time,4,yes,15,0,2,0,yes,yes,High
1760,3,Medium_time,2,yes,16,1,2,4,no,yes,Medium
1761,2,short_time,2,yes,18,1,2,0,no,yes,Medium
1762,4,Medium_time,4,yes,15,0,3,2,no,yes,Medium
1763,4,Medium_time,3,yes,17,0,3,0,no,yes,High
1764,2,Medium_time,3,yes,17,0,2,4,no,no,Medium
1765,3,long_time,4,yes,15,0,3,4,no,yes,High
1766,2,short_time,1,yes,15,0,4,14,yes,yes,Medium
1767,1,Medium_time,3,yes,17,0,2,6,no,yes,Medium
1768,3,very_long_time,2,yes,15,0,1,4,no,yes,Medium
1769,1,short_time,1,no,19,1,1,0,yes,yes,Low
1770,3,Medium_time,4,yes,16,0,3,0,no,yes,Medium
1771,4,Medium_time,3,yes,16,0,1,4,yes,yes,High
1772,3,Medium_time,1,yes,16,0,2,56,no,yes,Medium
1773,3,Medium_time,2,yes,15,0,3,2,no,yes,Medium
1774,4,Medium_time,4,yes,16,0,1,10,yes,yes,High
1775,4,Medium_time,4,yes,17,0,1,4,yes,yes,Medium
1776,2,very_long_time,2,yes,16,0,2,0,no,yes,Medium
1777,3,very_long_time,3,yes,15,0,1,8,yes,yes,Medium
1778,1,Medium_time,2,yes,19,0,2,12,no,no,Medium
1779,4,Medium_time,4,yes,20,0,3,5,yes,yes,Medium
1780,2,Medium_time,3,yes,15,0,1,0,no,yes,Medium
1781,4,long_time,3,yes,16,0,3,4,no,yes,High
1782,4,Medium_time,4,yes,15,0,3,6,yes,yes,Medium
1783,1,short_time,2,no,17,0,2,0,yes,yes,Medium
1784,1,Medium_time,1,no,16,1,1,2,yes,no,Low
1785,3,short_time,1,yes,18,1,3,2,no,yes,Low
1786,3,Medium_time,3,yes,16,0,3,2,yes,no,Medium
1787,3,long_time,4,yes,18,0,3,2,yes,yes,Low
1788,3,Medium_time,2,yes,16,0,2,8,yes,yes,Medium
1789,4,long_time,2,yes,16,0,3,2,yes,yes,Medium
1790,4,long_time,4,yes,16,0,3,2,yes,yes,Medium
1791,3,Medium_time,1,yes,16,0,2,18,yes,yes,Medium
1792,1,short_time,2,no,19,1,5,3,yes,yes,Medium
1793,3,Medium_time,4,yes,16,0,2,8,no,yes,Medium
1794,2,very_long_time,2,yes,15,0,2,6,no,no,Medium
1795,3,Medium_time,2,yes,17,0,5,4,no,yes,Medium
1796,3,Medium_time,3,yes,17,0,3,4,no,yes,Medium
1797,1,Medium_time,1,yes,19,2,3,0,no,yes,Low
1798,1,short_time,1,no,19,1,5,0,yes,no,Low
1799,2,Medium_time,3,yes,16,0,2,2,no,yes,Medium
1800,3,Medium_time,2,yes,17,0,2,0,yes,yes,Medium
1801,3,short_time,2,no,17,1,5,5,no,yes,Low
1802,3,short_time,2,yes,16,0,3,7,no,yes,Medium
1803,1,short_time,1,no,16,1,5,0,no,no,Low
1804,1,Medium_time,2,yes,17,1,2,4,no,yes,Low
1805,3,short_time,3,yes,16,1,1,9,yes,yes,Medium
1806,2,Medium_time,1,no,19,1,5,0,yes,yes,Low
1807,3,Medium_time,2,yes,16,0,3,0,yes,yes,High
1808,4,short_time,1,yes,15,0,2,0,no,yes,Medium
1809,3,Medium_time,2,yes,16,0,4,4,yes,yes,Medium
1810,3,Medium_time,1,no,19,1,4,3,yes,yes,Low
1811,2,Medium_time,1,yes,17,0,3,9,no,no,Medium
1812,1,short_time,1,no,19,1,5,11,no,no,Low
1813,3,Medium_time,4,yes,15,0,1,0,yes,yes,Medium
1814,3,Medium_time,4,yes,15,0,2,0,no,yes,Medium
1815,3,Medium_time,1,yes,16,0,2,0,yes,yes,Medium
1816,1,Medium_time,1,no,19,1,2,10,no,no,Low
1817,3,Medium_time,1,yes,18,0,1,4,no,yes,Medium
1818,4,short_time,4,yes,16,0,2,2,yes,yes,High
1819,2,Medium_time,2,yes,16,0,1,0,no,yes,Medium
1820,3,Medium_time,1,no,18,0,5,3,yes,yes,Low
1821,4,Medium_time,4,yes,16,0,4,4,yes,yes,High
1822,2,Medium_time,2,yes,16,0,2,0,no,yes,Medium
1823,3,Medium_time,2,yes,17,0,3,4,yes,yes,Medium
1824,4,Medium_time,4,yes,15,0,2,0,no,yes,Medium
1825,1,short_time,1,no,17,3,1,18,yes,yes,Low
1826,1,short_time,2,yes,20,1,3,4,no,yes,Medium
1827,3,Medium_time,1,yes,18,0,3,26,no,no,Medium
1828,3,Medium_time,3,yes,17,0,3,2,yes,yes,Medium
1829,3,Medium_time,2,no,19,3,1,0,yes,yes,Low
1830,1,Medium_time,1,no,19,1,5,18,yes,yes,Low
1831,4,Medium_time,3,yes,16,0,3,2,no,yes,Medium
1832,3,short_time,1,yes,22,2,2,4,no,yes,Medium
1833,3,short_time,1,yes,17,1,2,16,no,yes,Medium
1834,3,Medium_time,2,yes,15,0,1,0,no,yes,Medium
1835,4,Medium_time,4,yes,15,0,4,4,yes,yes,Medium
1836,1,long_time,4,yes,19,0,2,0,yes,yes,Medium
1837,2,long_time,2,yes,16,0,1,4,yes,yes,Medium
1838,3,Medium_time,2,yes,16,0,3,5,no,yes,Medium
1839,3,Medium_time,2,yes,16,0,2,0,yes,yes,Medium
1840,3,Medium_time,2,yes,15,0,4,8,yes,yes,High
1841,2,short_time,4,yes,17,0,2,6,yes,yes,Medium
1842,3,short_time,2,no,17,1,5,2,no,yes,Low
1843,3,Medium_time,2,yes,18,0,2,4,yes,yes,Medium
1844,4,Medium_time,1,yes,18,0,3,8,yes,yes,Medium
1845,3,short_time,1,yes,17,1,2,75,no,yes,Low
1846,3,Medium_time,4,yes,17,0,2,0,yes,yes,Medium
1847,2,Medium_time,1,no,18,1,5,0,yes,no,Low
1848,1,short_time,1,yes,17,0,2,0,no,yes,Medium
1849,4,Medium_time,4,yes,16,0,4,2,yes,yes,Medium
1850,2,Medium_time,2,yes,16,0,3,2,yes,yes,Medium
1851,4,long_time,3,yes,16,0,2,0,no,yes,Medium
1852,1,Medium_time,2,yes,15,0,1,16,yes,yes,Medium
1853,2,long_time,2,yes,17,0,1,4,yes,yes,Medium
1854,3,Medium_time,2,yes,16,0,1,2,no,yes,High
1855,4,Medium_time,4,yes,18,0,2,6,yes,yes,High
1856,3,Medium_time,2,yes,18,1,2,0,no,no,Medium
1857,4,Medium_time,4,yes,15,0,1,8,yes,yes,Medium
1858,3,Medium_time,1,yes,17,1,2,3,yes,yes,Medium
1859,2,long_time,2,yes,16,0,1,4,yes,yes,High
1860,1,Medium_time,1,yes,20,1,1,14,yes,yes,Medium
1861,0,Medium_time,2,yes,17,1,1,14,yes,no,Medium
1862,4,long_time,4,yes,17,0,3,8,yes,yes,High
1863,2,Medium_time,1,yes,16,2,3,0,no,yes,Medium
1864,3,short_time,3,yes,16,2,4,4,no,yes,Medium
1865,1,Medium_time,1,yes,16,2,5,4,yes,yes,Low
1866,2,very_long_time,2,yes,17,0,2,0,yes,yes,Medium
1867,1,short_time,1,yes,17,1,3,4,no,yes,Medium
1868,4,Medium_time,4,yes,16,0,3,6,yes,yes,Medium
1869,3,Medium_time,2,yes,16,0,2,2,no,yes,Low
1870,1,Medium_time,2,yes,17,1,5,4,no,no,Low
1871,2,Medium_time,2,no,16,0,2,2,no,yes,Medium
1872,4,Medium_time,2,yes,15,0,3,0,no,yes,High
1873,3,Medium_time,3,yes,16,0,3,2,yes,yes,Medium
1874,1,short_time,1,no,16,1,1,0,yes,yes,Low
1875,4,Medium_time,4,yes,16,0,3,0,no,yes,Medium
1876,2,Medium_time,1,yes,16,0,3,0,no,yes,Medium
1877,3,Medium_time,4,yes,16,0,1,0,no,yes,High
1878,1,Medium_time,3,yes,15,0,2,14,yes,yes,Medium
1879,4,Medium_time,4,yes,16,0,2,6,yes,yes,Medium
1880,3,short_time,3,yes,16,0,2,0,yes,yes,Medium
1881,0,Medium_time,0,yes,17,0,2,40,yes,no,High
1882,4,long_time,4,yes,15,0,3,2,yes,yes,High
1883,4,Medium_time,4,yes,15,0,3,10,no,yes,Medium
1884,3,Medium_time,2,yes,16,0,4,4,yes,yes,High
1885,4,long_time,2,yes,18,0,1,0,yes,yes,High
1886,3,short_time,2,yes,15,1,5,0,no,yes,Medium
1887,1,short_time,1,yes,17,1,4,4,no,no,Low
1888,3,very_long_time,1,yes,16,0,2,2,yes,yes,Medium
1889,3,short_time,2,yes,16,0,4,4,no,yes,Medium
1890,2,Medium_time,2,yes,16,0,5,16,yes,yes,Low
1891,2,short_time,1,yes,16,1,2,2,yes,yes,Medium
1892,3,short_time,4,yes,17,0,2,8,yes,yes,Low
1893,4,short_time,4,yes,15,0,1,15,yes,yes,Medium
1894,4,Medium_time,3,yes,15,0,2,6,yes,yes,Medium
1895,4,Medium_time,4,yes,15,0,1,0,yes,yes,Medium
1896,1,short_time,1,no,17,3,3,0,yes,yes,Low
1897,1,Medium_time,2,yes,16,0,3,8,yes,yes,Medium
1898,1,Medium_time,3,yes,17,0,2,4,yes,yes,Medium
1899,3,Medium_time,3,yes,17,0,3,2,yes,yes,Medium
1900,1,Medium_time,3,yes,16,0,3,0,no,yes,Low
1901,2,Medium_time,4,yes,15,0,1,0,no,yes,Medium
1902,2,short_time,3,yes,16,0,2,4,no,yes,Medium
1903,1,Medium_time,2,yes,15,0,3,6,no,yes,Medium
1904,2,Medium_time,3,yes,15,0,1,2,yes,yes,Medium
1905,2,Medium_time,1,yes,15,0,3,2,yes,yes,Low
1906,4,Medium_time,0,yes,17,0,2,2,yes,yes,Medium
1907,1,Medium_time,4,yes,17,0,2,8,yes,yes,High
1908,3,Medium_time,2,no,17,1,2,10,yes,yes,Low
1909,4,short_time,2,yes,17,0,2,4,no,yes,Medium
1910,3,Medium_time,3,yes,15,0,2,14,yes,yes,Medium
1911,1,Medium_time,2,yes,18,2,5,4,no,yes,Medium
1912,1,short_time,1,no,17,2,1,0,no,no,Low
1913,2,Medium_time,2,yes,18,1,3,4,no,yes,Medium
1914,3,Medium_time,1,no,21,2,4,0,yes,yes,Low
1915,4,Medium_time,4,yes,17,0,3,4,no,yes,Medium
1916,3,Medium_time,2,no,16,1,5,16,no,no,Low
1917,1,short_time,1,no,17,3,1,12,no,yes,Low
1918,4,Medium_time,4,yes,15,0,2,0,no,yes,Medium
1919,3,Medium_time,3,yes,16,0,2,2,yes,yes,Medium
1920,4,short_time,2,yes,18,0,2,17,no,yes,Medium
1921,1,Medium_time,1,yes,17,0,3,14,yes,yes,Medium
1922,3,Medium_time,3,yes,16,0,1,4,yes,yes,Medium
1923,1,Medium_time,1,no,17,2,1,16,yes,yes,Medium
1924,4,Medium_time,3,yes,15,0,2,2,no,yes,Medium
1925,3,Medium_time,2,yes,16,0,3,0,no,yes,Medium
1926,1,Medium_time,2,yes,17,2,1,0,no,no,Medium
1927,3,Medium_time,1,no,19,1,5,4,no,yes,High
1928,3,long_time,0,yes,16,1,2,0,no,yes,Medium
1929,3,Medium_time,3,yes,16,0,2,4,no,yes,Medium
1930,4,Medium_time,2,yes,15,0,2,2,yes,yes,Medium
1931,1,Medium_time,1,yes,17,1,1,32,no,no,Medium
1932,1,short_time,2,no,16,1,5,8,no,no,Low
1933,3,Medium_time,3,yes,16,0,3,2,yes,yes,Medium
1934,4,Medium_time,3,yes,15,0,3,0,yes,yes,Medium
1935,2,Medium_time,2,yes,16,0,2,0,yes,no,Medium
1936,1,short_time,1,yes,17,0,2,8,no,yes,Medium
1937,3,Medium_time,3,no,17,1,1,22,no,no,Medium
1938,3,Medium_time,2,yes,17,0,4,4,no,yes,Medium
1939,1,Medium_time,1,yes,18,0,1,0,no,yes,Low
1940,3,Medium_time,2,yes,16,0,2,4,no,yes,Medium
1941,4,Medium_time,2,yes,15,0,1,6,no,yes,Medium
1942,3,very_long_time,2,yes,15,0,3,2,yes,no,Medium
1943,3,Medium_time,4,yes,16,0,3,2,yes,yes,Medium
1944,3,Medium_time,2,yes,15,0,2,4,yes,yes,Medium
1945,3,Medium_time,3,yes,16,0,2,4,no,yes,Medium
1946,3,Medium_time,2,yes,16,0,3,0,no,yes,Medium
1947,4,Medium_time,3,yes,18,0,2,4,yes,yes,Medium
1948,2,Medium_time,2,yes,16,0,2,2,no,yes,Medium
1949,3,short_time,3,yes,17,0,3,5,no,yes,Medium
1950,1,short_time,1,no,19,1,5,0,yes,yes,Low
1951,2,Medium_time,2,yes,16,0,2,4,no,yes,Medium
1952,3,Medium_time,1,yes,16,0,3,0,no,no,Medium
1953,3,long_time,2,yes,15,0,3,14,yes,no,High
1954,4,Medium_time,4,yes,17,0,1,6,yes,yes,Medium
1955,0,very_long_time,2,yes,15,0,3,6,yes,yes,Medium
1956,1,Medium_time,4,yes,16,0,4,2,yes,yes,Medium
1957,4,Medium_time,4,yes,16,0,2,22,no,yes,High
1958,1,Medium_time,3,yes,17,0,4,0,yes,yes,Medium
1959,3,short_time,4,yes,17,0,2,2,yes,yes,Medium
1960,4,Medium_time,2,yes,15,0,2,1,yes,yes,Medium
1961,1,short_time,1,yes,19,1,5,0,no,yes,Medium
1962,1,Medium_time,2,yes,18,1,2,0,yes,yes,Low
1963,0,short_time,2,yes,17,1,1,9,no,no,Low
1964,2,Medium_time,3,yes,16,0,1,0,no,yes,Medium
1965,4,Medium_time,4,yes,17,0,1,0,yes,yes,High
1966,4,Medium_time,4,yes,15,0,3,4,no,yes,High
1967,4,Medium_time,3,yes,16,0,3,0,yes,yes,High
1968,3,Medium_time,1,no,19,2,3,0,no,yes,Low
1969,3,Medium_time,0,yes,16,0,3,8,no,yes,Medium
1970,4,short_time,1,no,19,1,3,14,yes,yes,High
1971,2,Medium_time,2,yes,15,0,1,0,no,yes,Medium
1972,3,Medium_time,1,yes,17,0,1,5,no,no,Low
1973,3,Medium_time,3,yes,15,0,3,0,yes,yes,Medium
1974,3,Medium_time,2,yes,15,0,5,4,no,yes,Medium
1975,1,very_long_time,2,yes,17,0,2,4,no,yes,Medium
1976,3,Medium_time,4,yes,18,0,1,0,no,yes,Medium
1977,3,Medium_time,2,yes,17,2,2,4,yes,yes,Medium
1978,3,Medium_time,2,yes,16,0,1,0,no,yes,Medium
1979,1,short_time,1,yes,16,1,1,0,no,no,Low
1980,2,Medium_time,2,yes,17,0,2,4,no,yes,Medium
1981,3,Medium_time,4,yes,17,0,5,19,no,yes,Medium
1982,3,short_time,1,yes,16,0,3,5,yes,yes,Medium
1983,3,Medium_time,2,yes,16,0,1,0,yes,yes,Medium
1984,4,long_time,4,yes,15,0,4,2,yes,yes,Medium
1985,3,short_time,2,yes,18,2,1,11,yes,yes,Medium
1986,4,long_time,3,yes,17,1,5,22,no,yes,Medium
1987,1,Medium_time,1,no,17,1,5,4,no,yes,Low
1988,3,long_time,2,yes,15,0,3,4,yes,yes,Medium
1989,1,short_time,1,no,16,2,3,4,yes,yes,Low
1990,4,Medium_time,4,yes,15,0,3,0,no,yes,Medium
1991,3,Medium_time,3,yes,16,0,3,2,no,yes,Medium
1992,2,long_time,2,yes,15,0,2,0,yes,yes,Medium
1993,2,long_time,4,yes,16,0,1,4,yes,yes,Medium
1994,3,short_time,1,no,19,3,3,11,no,no,Low
1995,2,Medium_time,2,yes,16,0,2,0,yes,yes,Medium
1996,3,Medium_time,2,yes,16,1,2,2,yes,yes,Medium
1997,4,Medium_time,0,no,19,0,1,6,no,yes,Medium
1998,2,long_time,2,yes,18,1,2,16,no,yes,Medium
1999,3,Medium_time,2,yes,17,2,1,0,no,no,Low
2000,1,Medium_time,1,no,19,1,5,0,no,no,Low
2001,4,long_time,2,yes,16,0,3,3,yes,yes,High
2002,3,Medium_time,1,yes,15,0,1,21,no,yes,Medium
2003,3,Medium_time,3,yes,17,0,1,0,yes,yes,Medium
2004,1,Medium_time,2,no,19,1,5,3,yes,no,Low
2005,1,long_time,1,yes,17,2,1,4,no,yes,Low
2006,4,Medium_time,4,yes,17,0,3,0,yes,yes,Medium
2007,3,Medium_time,2,yes,15,2,3,6,no,no,Medium
2008,3,Medium_time,3,yes,17,0,1,10,yes,no,High
2009,1,Medium_time,1,yes,19,1,5,4,no,yes,Low
2010,3,Medium_time,2,yes,17,0,3,2,no,yes,Medium
2011,2,Medium_time,2,yes,17,0,3,0,no,yes,High
2012,3,short_time,1,no,16,2,5,14,no,no,Low
2013,3,long_time,2,yes,15,0,1,0,yes,yes,High
2014,2,Medium_time,2,no,17,0,3,28,no,yes,Medium
2015,4,Medium_time,2,yes,19,1,1,8,yes,yes,Medium
2016,4,Medium_time,3,yes,15,0,3,8,no,yes,Medium
2017,2,Medium_time,2,yes,16,0,2,8,yes,yes,Medium
2018,4,Medium_time,2,yes,17,0,3,10,yes,yes,Medium
2019,2,very_long_time,2,yes,17,0,2,10,no,yes,Low
2020,4,Medium_time,4,yes,16,0,3,0,yes,yes,High
2021,2,Medium_time,1,yes,16,0,3,2,yes,yes,Medium
2022,1,Medium_time,3,yes,16,0,3,0,yes,no,Medium
2023,2,short_time,1,no,19,1,2,12,no,no,Low
2024,4,long_time,3,yes,15,0,3,2,yes,yes,High
2025,4,Medium_time,1,yes,16,0,3,0,yes,yes,Medium
2026,1,short_time,1,no,19,1,4,0,yes,yes,Low
2027,2,Medium_time,2,yes,15,0,3,0,yes,yes,High
2028,1,Medium_time,1,no,19,3,1,4,no,no,Low
2029,2,short_time,2,yes,16,1,1,2,no,yes,Low
2030,2,Medium_time,4,yes,17,0,3,4,no,yes,Low
2031,2,short_time,1,yes,17,1,2,18,yes,yes,Medium
2032,4,Medium_time,4,yes,15,0,1,2,yes,yes,Medium
2033,2,Medium_time,2,yes,16,1,2,9,yes,yes,High
2034,1,short_time,2,no,17,2,4,0,no,yes,Medium
2035,1,Medium_time,2,no,15,0,1,3,no,yes,Medium
2036,2,long_time,3,yes,16,0,3,2,no,yes,Medium
2037,3,short_time,2,yes,18,0,2,0,yes,yes,Medium
2038,2,Medium_time,2,yes,15,0,2,23,no,no,Medium
2039,4,Medium_time,3,yes,15,0,1,0,yes,yes,Medium
2040,3,short_time,2,yes,16,0,5,0,yes,yes,Low
2041,2,Medium_time,2,yes,16,0,3,4,yes,yes,Medium
2042,4,Medium_time,2,yes,15,0,3,4,yes,yes,Medium
2043,4,Medium_time,4,yes,17,0,1,0,yes,yes,High
2044,3,long_time,4,yes,17,0,1,2,no,yes,High
2045,2,short_time,4,yes,15,1,2,0,no,yes,Low
2046,0,Medium_time,3,yes,16,0,2,2,no,yes,Medium
2047,3,short_time,2,yes,16,0,3,14,no,yes,Medium
2048,1,short_time,1,no,19,1,3,0,yes,yes,Low
2049,3,short_time,2,no,19,1,5,12,no,yes,Medium
2050,3,Medium_time,2,yes,16,0,3,0,yes,yes,Medium
2051,4,short_time,4,yes,19,0,2,6,yes,yes,Medium
2052,3,Medium_time,4,yes,16,0,2,4,yes,yes,Medium
2053,3,short_time,4,yes,17,0,2,4,no,yes,Medium
2054,3,very_long_time,4,yes,16,0,3,0,no,yes,Medium
2055,3,very_long_time,2,yes,17,0,2,0,no,yes,Low
2056,3,very_long_time,3,yes,15,0,3,2,yes,yes,Medium
2057,1,Medium_time,2,yes,17,1,2,0,no,no,Medium
2058,3,Medium_time,1,yes,16,1,1,75,no,yes,Medium
2059,1,short_time,2,yes,17,0,3,8,no,no,Low
2060,2,Medium_time,2,yes,16,2,3,15,no,yes,Medium
2061,4,Medium_time,3,yes,16,1,1,10,no,yes,Medium
2062,3,Medium_time,4,yes,15,0,3,4,no,yes,High
2063,3,Medium_time,3,yes,16,0,3,4,yes,yes,Medium
2064,2,long_time,2,yes,16,0,1,0,yes,yes,High
2065,3,Medium_time,3,yes,18,0,4,21,no,yes,Medium
2066,1,Medium_time,2,yes,18,1,4,18,yes,yes,Low
2067,3,Medium_time,2,yes,16,0,3,4,no,yes,Medium
2068,1,short_time,1,no,19,1,1,0,yes,no,Low
2069,4,Medium_time,2,yes,15,0,2,15,yes,yes,Medium
2070,2,Medium_time,2,yes,16,1,4,4,yes,yes,Medium
2071,3,long_time,2,yes,16,0,2,2,yes,yes,Medium
2072,3,Medium_time,2,yes,15,0,2,0,yes,yes,Medium
2073,3,Medium_time,2,yes,20,0,2,0,no,yes,Medium
2074,4,Medium_time,4,yes,16,0,3,0,yes,yes,High
2075,3,short_time,2,yes,16,0,3,1,no,yes,Medium
2076,4,Medium_time,4,yes,15,0,3,2,yes,yes,High
2077,2,Medium_time,4,yes,16,0,1,4,no,no,Medium
2078,4,long_time,2,yes,17,0,1,8,yes,no,Medium
2079,3,Medium_time,2,yes,16,0,3,0,yes,yes,Medium
2080,3,short_time,2,yes,16,0,4,0,no,yes,Medium
2081,2,Medium_time,2,yes,16,0,2,0,no,yes,Medium
2082,4,long_time,3,yes,15,0,3,4,no,yes,Medium
2083,1,Medium_time,1,no,17,1,1,0,no,no,Low
2084,1,short_time,1,no,19,3,5,3,no,yes,Low
2085,4,Medium_time,4,yes,15,0,2,8,no,yes,High
2086,2,short_time,2,yes,16,1,1,0,yes,yes,Medium
2087,3,Medium_time,3,yes,16,0,4,7,no,yes,Medium
2088,3,Medium_time,3,yes,15,0,3,4,yes,yes,Medium
2089,4,Medium_time,3,yes,15,0,2,8,yes,yes,Medium
2090,3,short_time,2,yes,18,1,2,18,no,yes,Medium
2091,3,Medium_time,1,no,19,1,3,0,no,no,Low
2092,2,Medium_time,2,yes,16,1,4,8,no,yes,Medium
2093,4,short_time,2,yes,17,0,2,0,no,no,Medium
2094,4,Medium_time,2,yes,15,0,1,6,yes,yes,Medium
2095,3,short_time,2,yes,16,0,2,6,no,yes,Medium
2096,3,Medium_time,1,yes,16,0,3,2,no,yes,Medium
2097,4,Medium_time,4,yes,15,1,3,8,no,yes,Medium
2098,3,Medium_time,4,yes,16,0,1,0,yes,yes,High
2099,4,long_time,4,yes,15,0,1,0,no,yes,Medium
2100,1,Medium_time,1,yes,16,0,5,0,yes,no,Medium
2101,4,very_long_time,4,yes,15,0,3,8,yes,yes,Medium
2102,3,Medium_time,0,yes,17,1,4,8,yes,yes,Low
2103,4,Medium_time,2,yes,16,0,3,0,no,yes,Medium
2104,3,Medium_time,1,yes,16,0,2,0,yes,yes,Low
2105,3,Medium_time,2,yes,18,0,4,10,no,yes,Medium
2106,3,short_time,1,no,19,3,5,0,no,yes,Low
2107,3,short_time,2,yes,17,0,3,0,no,yes,Medium
2108,3,long_time,4,yes,15,0,1,0,yes,yes,Medium
2109,1,short_time,1,yes,16,1,1,6,yes,no,Low
2110,1,short_time,2,yes,16,0,4,2,no,yes,Medium
2111,1,short_time,1,no,19,1,2,4,yes,no,Low
2112,1,Medium_time,1,yes,18,1,2,9,yes,yes,Low
2113,3,Medium_time,3,yes,15,0,3,4,no,yes,Medium
2114,3,Medium_time,4,yes,18,0,2,6,yes,yes,Medium
2115,3,Medium_time,3,yes,17,0,2,1,no,yes,High
2116,3,Medium_time,4,yes,15,0,1,8,no,yes,Medium
2117,4,Medium_time,4,yes,16,0,2,8,no,yes,Medium
2118,1,short_time,1,no,18,2,3,4,yes,no,Low
2119,3,short_time,1,yes,17,1,2,2,no,no,Low
2120,4,Medium_time,2,yes,15,0,4,0,yes,yes,Medium
2121,1,Medium_time,1,yes,17,1,2,12,yes,no,High
2122,2,Medium_time,2,yes,16,0,3,2,no,yes,Medium
2123,3,Medium_time,1,no,19,2,5,0,no,yes,Low
2124,4,Medium_time,4,yes,16,0,1,0,yes,yes,High
2125,3,short_time,2,yes,16,0,2,2,yes,yes,Medium
2126,1,Medium_time,0,no,16,1,3,6,no,yes,Medium
2127,4,Medium_time,4,yes,18,0,2,2,no,yes,Medium
2128,3,Medium_time,1,no,16,1,5,0,no,yes,Low
2129,1,long_time,1,yes,17,1,5,9,yes,yes,Medium
2130,3,long_time,1,yes,19,1,3,6,no,yes,Low
2131,3,Medium_time,2,yes,18,0,3,4,no,yes,Medium
2132,2,Medium_time,2,yes,16,0,2,0,yes,yes,Medium
2133,4,Medium_time,4,yes,16,0,3,0,yes,yes,Medium
2134,3,Medium_time,2,yes,16,0,2,4,no,yes,High
2135,2,short_time,2,yes,16,1,2,0,no,yes,Medium
2136,4,Medium_time,3,yes,16,1,1,10,no,yes,Medium
2137,4,long_time,4,yes,16,0,4,8,yes,yes,Medium
2138,1,Medium_time,3,yes,17,1,3,14,yes,yes,High
2139,3,short_time,2,yes,16,0,5,2,no,yes,Medium
2140,2,Medium_time,2,yes,16,0,3,4,yes,yes,Medium
2141,3,short_time,1,yes,16,0,4,4,yes,yes,Medium
2142,3,Medium_time,4,yes,16,0,3,0,yes,yes,High
2143,3,very_long_time,2,yes,17,0,1,4,no,yes,Medium
2144,1,short_time,1,no,19,1,2,4,yes,yes,Medium
2145,3,Medium_time,2,yes,17,0,1,0,no,yes,Medium
2146,0,short_time,2,yes,16,0,3,0,no,yes,Medium
2147,2,Medium_time,4,yes,16,0,3,32,yes,yes,Medium
2148,1,short_time,1,yes,18,1,3,0,yes,no,Medium
2149,2,Medium_time,2,yes,17,0,1,4,yes,no,Medium
2150,3,long_time,2,yes,17,0,3,6,no,no,High
2151,3,long_time,2,yes,15,0,2,8,yes,yes,Medium
2152,3,Medium_time,2,yes,15,0,2,4,no,yes,Medium
